% ----------------------------------------------------------------------------
% This file contains profiled data created with the SUMO Toolbox profiler v2014a
% 
%   * Name: model_cvpe_out
%   * Description: Hyperparameter optimization process
%   * Date: 14/05/2015 at 16:49
% 
%   * Column1: 	Model #: 	Model #
%   * Column2: 	cvpe: 	Cross validated prediction error
%
% ----------------------------------------------------------------------------

0.000000000E0	8.12816070413E4	
1.000000000E0	6.651291495318E4	
2.000000000E0	4.363961049574E4	
3.000000000E0	3.78765365324E4	
4.000000000E0	3.478285660719E4	
5.000000000E0	3.407656330424E4	
6.000000000E0	5.907988304172E7	
7.000000000E0	5.33546880377E7	
8.000000000E0	4.904529970082E7	
9.000000000E0	4.531720113158E7	
1.000000000E1	4.334511233457E7	
1.100000000E1	4.256002966222E7	
1.200000000E1	4.235879876062E7	
1.300000000E1	3.709739762009E7	
1.400000000E1	3.487194483278E7	
1.500000000E1	3.314205023111E7	
1.600000000E1	2.863572855629E7	
1.700000000E1	3.007449416533E7	
1.800000000E1	2.875630784684E7	
1.900000000E1	2.749029825048E7	
2.000000000E1	2.53913876317E7	
2.100000000E1	2.447948065371E7	
2.200000000E1	2.356531023359E7	
2.300000000E1	2.272699891981E7	
2.400000000E1	2.087080290517E7	
2.500000000E1	2.019396558331E7	
2.600000000E1	1.948659590807E7	
2.700000000E1	1.923808379708E7	
2.800000000E1	1.869027603102E7	
2.900000000E1	1.816092132154E7	
3.000000000E1	1.766306879969E7	
3.100000000E1	1.738918546441E7	
3.200000000E1	1.690031252829E7	
3.300000000E1	1.647692837914E7	
3.400000000E1	1.61224945726E7	
3.500000000E1	1.573604856159E7	
3.600000000E1	1.538886373238E7	
3.700000000E1	1.472401272326E7	
3.800000000E1	1.44771637625E7	
3.900000000E1	1.417522920556E7	
4.000000000E1	1.385250931927E7	
4.100000000E1	1.354913552513E7	
4.200000000E1	1.292585882906E7	
4.300000000E1	1.041879418542E7	
4.400000000E1	1.308398346228E7	
4.500000000E1	1.185915345473E7	
4.600000000E1	1.195297218463E7	
4.700000000E1	1.186278226659E7	
4.800000000E1	1.216181075506E7	
4.900000000E1	1.19336163177E7	
5.000000000E1	1.210839281388E7	
5.100000000E1	1.18812342527E7	
5.200000000E1	1.184727660525E7	
5.300000000E1	1.165550668181E7	
5.400000000E1	1.145544880163E7	
5.500000000E1	1.126649693692E7	
5.600000000E1	1.107504864623E7	
5.700000000E1	1.091909920732E7	
5.800000000E1	1.07446814802E7	
5.900000000E1	1.055269461028E7	
6.000000000E1	1.03897338808E7	
6.100000000E1	1.023643998598E7	
6.200000000E1	1.006152959584E7	
6.300000000E1	9.918859773699E6	
6.400000000E1	9.780045980026E6	
6.500000000E1	9.636529317979E6	
6.600000000E1	9.477993154777E6	
6.700000000E1	9.339130347166E6	
6.800000000E1	9.203135710335E6	
6.900000000E1	9.067040569067E6	
7.000000000E1	8.958550961648E6	
7.100000000E1	8.853557006453E6	
7.200000000E1	8.740298901439E6	
7.300000000E1	8.633734053161E6	
7.400000000E1	8.530488946152E6	
7.500000000E1	8.443168410996E6	
7.600000000E1	8.338526270665E6	
7.700000000E1	8.264723634413E6	
7.800000000E1	8.205282848338E6	
7.900000000E1	8.10304371381E6	
8.000000000E1	8.027963361947E6	
8.100000000E1	7.941514487816E6	
8.200000000E1	7.853088874193E6	
8.300000000E1	7.766356049215E6	
8.400000000E1	7.693013225772E6	
8.500000000E1	7.615635489019E6	
8.600000000E1	7.547334287475E6	
8.700000000E1	7.465641964076E6	
8.800000000E1	7.386981796605E6	
8.900000000E1	7.31310665174E6	
9.000000000E1	7.241756228214E6	
9.100000000E1	7.167955978845E6	
9.200000000E1	7.091041700386E6	
9.300000000E1	7.021205597676E6	
9.400000000E1	6.952843628976E6	
